,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
42,15687946,Marguerite Chauveau-Guillot,556,França,Feminino,61,2,117419.35,1,1,1,94153.83,0
43,15755196,Cécile Barbe,834,França,Feminino,49,2,131394.56,1,0,0,194365.76,1
44,15684171,María Del Carmen Francisco Isern,660,Espanha,Feminino,61,5,155931.11,1,1,1,158338.39,0
45,15754849,Janine Eberth,776,Alemanha,Feminino,32,4,109421.13,2,1,1,126517.46,0
46,15602280,Walli Weiß,829,Alemanha,Feminino,27,9,112045.67,1,1,1,119708.21,1
47,15771573,Melitta Franke B.A.,637,Alemanha,Feminino,39,9,137843.8,1,1,1,117622.8,1
48,15766205,Sylvester Koch II,550,Alemanha,Masculino,38,2,103391.38,1,0,1,90878.13,0
49,15771873,Stefania Linke,776,Alemanha,Feminino,37,2,103769.22,2,1,0,194099.12,0
50,15616550,Gunnar Striebitz,698,Alemanha,Masculino,44,10,116363.37,2,1,0,198059.16,0
51,15768193,Ernest Gnatz,585,Alemanha,Masculino,36,5,146050.97,2,0,0,86424.57,0
52,15683553,Margaret Samson,788,França,Feminino,33,5,0.0,2,0,0,116978.19,0
53,15702298,Prof. Janko Bolzmann B.Eng.,655,Alemanha,Masculino,41,8,125561.97,1,0,0,164040.94,1
54,15569590,Nils Schmiedecke,601,Alemanha,Masculino,42,1,98495.72,1,1,0,40014.76,1
55,15760861,Maurice Ribeiro,619,França,Masculino,43,1,125211.92,1,1,1,113410.49,0
56,15630053,Jacques Rivière Le François,656,França,Masculino,45,5,127864.4,1,1,0,87107.57,0
57,15647091,Kazim Mans-Ditschlerin,725,Alemanha,Masculino,19,0,75888.2,1,0,0,45613.75,0
58,15623944,Almudena Fuente Alvarado,511,Espanha,Feminino,66,4,0.0,1,1,0,1643.11,1
59,15804771,Guy Paul,614,França,Masculino,51,4,40685.92,1,1,1,46775.28,0
60,15651280,Athanasios Ladeck,742,Alemanha,Masculino,35,5,136857.0,1,0,0,84509.57,0
61,15773469,Dipl.-Ing. Anna-Maria Haering,687,Alemanha,Feminino,27,9,152328.88,2,0,0,126494.82,0
62,15702014,Norberto Robles Cobos,555,Espanha,Masculino,33,1,56084.69,2,0,0,178798.13,0
63,15751208,Armando Amílcar Torrent Fiol,684,Espanha,Masculino,56,8,78707.16,1,1,1,99398.36,0
64,15592461,Fredo Adolph,603,Alemanha,Masculino,26,4,109166.37,1,1,1,92840.67,0
65,15789484,Christa Walter-Löwer,751,Alemanha,Feminino,36,6,169831.46,2,1,1,27758.36,0
66,15696061,Cindy Misicher,581,Alemanha,Feminino,34,1,101633.04,1,1,0,110431.51,0
67,15641582,Alexandros Gierschner,735,Alemanha,Masculino,43,10,123180.01,2,1,1,196673.28,0
68,15638424,Maria Holsten B.Eng.,661,Alemanha,Feminino,35,5,150725.53,2,0,1,113656.85,0
69,15755648,Nathalie-Christiane Mary,675,França,Feminino,21,8,98373.26,1,1,0,18203.0,0
70,15703793,Wilhelm Stroh,738,Alemanha,Masculino,58,2,133745.44,4,1,0,28373.86,1
71,15620344,Étienne-Marcel Alexandre,813,França,Masculino,29,6,0.0,1,1,0,33953.87,0
72,15812518,Emiliana Barriga Gutiérrez,657,Espanha,Feminino,37,0,163607.18,1,0,1,44203.55,0
73,15779052,Dipl.-Ing. Ludwina Schwital B.Eng.,604,Alemanha,Feminino,25,5,157780.84,2,1,1,58426.81,0
74,15770811,Roland Bouchet,519,França,Masculino,36,9,0.0,2,0,1,145562.4,0
75,15780961,Hortense Coulon-Ramos,735,França,Feminino,21,1,178718.19,2,1,0,22388.0,0
76,15614049,Zacharie de la Prévost,664,França,Masculino,55,8,0.0,2,1,1,139161.64,0
77,15662085,Luce Fontaine,678,França,Feminino,32,9,0.0,1,1,1,148210.64,0
78,15575185,Dan Verdugo,757,Espanha,Masculino,33,5,77253.22,1,0,1,194239.63,0
79,15803136,Univ.Prof. Hedda Roskoth B.Eng.,416,Alemanha,Feminino,41,10,122189.66,2,1,0,98301.61,0
80,15706021,Adrienne Marin,665,França,Feminino,34,1,96645.54,2,0,0,171413.66,0
81,15663706,Alix-Margot Gallet,777,França,Feminino,32,2,0.0,1,1,0,136458.19,1
82,15641732,Noémi-Monique Rodriguez,543,França,Feminino,36,3,0.0,2,0,0,26019.59,0
83,15701164,Monique Morin,506,França,Feminino,34,4,90307.62,1,1,1,159235.29,0
84,15738751,Lorraine-Jeanne Marie,493,França,Feminino,46,4,0.0,2,1,0,1907.66,0
85,15805254,Benita Benavent Ariño,652,Espanha,Feminino,75,10,0.0,2,1,1,114675.75,0
86,15762418,Galo Arenas Guerrero,750,Espanha,Masculino,22,3,121681.82,1,1,0,128643.35,1
87,15625759,Gilbert Henry,729,França,Masculino,30,9,0.0,2,1,0,151869.35,0
88,15622897,Élodie Guibert,646,França,Feminino,46,4,0.0,3,1,0,93251.42,1
89,15767954,Rotraut Misicher,635,Alemanha,Feminino,28,3,81623.67,2,1,1,156791.36,0
90,15757535,Mercedes Ochoa Franch,647,Espanha,Feminino,44,5,0.0,3,1,1,174205.22,1
91,15731511,Jean-William Leroy,808,França,Masculino,45,7,118626.55,2,1,0,147132.46,0
92,15809248,Gabrielle-Zoé Boutin,524,França,Feminino,36,10,0.0,2,1,0,109614.57,0
93,15640635,Lucas Diaz,769,França,Masculino,29,8,0.0,2,1,1,172290.61,0
94,15676966,Moisés Verdejo-Amador,730,Espanha,Masculino,42,4,0.0,2,0,1,85982.47,0
95,15699461,Nicodemo de Bermúdez,515,Espanha,Masculino,35,10,176273.95,1,0,1,121277.78,0
96,15738721,Pastor Pi Villena,773,Espanha,Masculino,41,9,102827.44,1,0,1,64595.25,0
97,15693683,August Schäfer,814,Alemanha,Masculino,29,8,97086.4,2,1,1,197276.13,0
98,15604348,Gil Cortina-Pablo,710,Espanha,Masculino,22,8,0.0,2,0,0,99645.04,0
99,15633059,Alphonse de la Guillon,413,França,Masculino,34,9,0.0,2,0,0,6534.18,0
100,15808582,Monique Guibert,665,França,Feminino,40,6,0.0,1,1,1,161848.03,0
101,15743192,Manon Gautier,623,França,Feminino,44,6,0.0,2,0,0,167162.43,0
102,15580146,Noël Lombard,738,França,Masculino,31,9,82674.15,1,1,0,41970.72,0
103,15776605,Mariano Capdevila Rosado,528,Espanha,Masculino,36,7,0.0,2,1,0,60536.56,0
104,15804919,Cintia Girón,670,Espanha,Feminino,65,1,0.0,1,1,1,177655.68,1
105,15613854,Adriana Pera Cisneros,622,Espanha,Feminino,46,4,107073.27,2,1,1,30984.59,1
106,15599195,Kazim Haering,582,Alemanha,Masculino,32,1,88938.62,1,1,1,10054.53,0
107,15812878,Gabriella Kraus,785,Alemanha,Feminino,36,2,99806.85,1,0,1,36976.52,0
108,15602312,Yago Abella Tenorio,605,Espanha,Masculino,33,5,150092.8,1,0,0,71862.79,0
109,15744689,Wolfhard Atzler,479,Alemanha,Masculino,35,9,92833.89,1,1,0,99449.86,1
110,15803526,Prof. Alfredo Jüttner,685,Alemanha,Masculino,30,3,90536.81,1,0,1,63082.88,0
111,15665790,Artur Zänker B.Eng.,538,Alemanha,Masculino,39,7,108055.1,2,1,0,27231.26,0
112,15715951,Adrien du Boyer,562,França,Masculino,42,2,100238.35,1,0,0,86797.41,0
113,15591100,Asdrubal Romeu Pizarro,675,Espanha,Masculino,36,9,106190.55,1,0,1,22994.32,0
114,15609618,Tim Keudel,721,Alemanha,Masculino,28,9,154475.54,2,0,1,101300.94,1
115,15675522,Zeynep Hövel,628,Alemanha,Feminino,30,9,132351.29,2,1,1,74169.13,0
116,15705512,Jenny Heuser,668,Alemanha,Feminino,37,6,167864.4,1,1,0,115638.29,0
117,15698028,Martine Guillou,506,França,Feminino,41,1,0.0,2,1,0,31766.3,0
118,15661670,Susi Oestrovsky,524,Alemanha,Feminino,31,8,107818.63,1,1,0,199725.39,1
119,15600781,Berthold Hörle,699,Alemanha,Masculino,34,4,185173.81,2,1,0,120834.48,0
120,15682472,Gilles Carlier,828,França,Masculino,34,8,129433.34,2,0,0,38131.77,0
121,15580203,Haroldo Baró Bolaños,674,Espanha,Masculino,39,6,120193.42,1,0,0,100130.95,0
122,15690673,Françoise Vasseur,656,França,Feminino,39,6,0.0,2,1,0,141069.88,0
123,15760085,Marlis Riehl-Dörr,684,Alemanha,Feminino,48,10,126384.42,1,1,1,198129.36,0
124,15779659,Pauline Delaunay-Roger,625,França,Feminino,28,3,0.0,1,0,0,183646.41,0
125,15627360,Tristan Carpentier,432,França,Masculino,42,9,152603.45,1,1,0,110265.24,1
126,15671137,Claire Michel,549,França,Feminino,52,1,0.0,1,0,1,8636.05,1
127,15782688,Reginald Seifert B.Eng.,625,Alemanha,Masculino,56,0,148507.24,1,1,0,46824.08,1
128,15575492,Margaux Coste,828,França,Feminino,41,7,0.0,2,1,0,171378.77,0
129,15591607,Vincent Millet,770,França,Masculino,24,9,101827.07,1,1,0,167256.35,0
130,15740404,Valérie-Laurence Baron,758,França,Feminino,34,3,0.0,2,1,1,124226.16,0
131,15718369,Katarina Kranz B.Eng.,795,Alemanha,Feminino,33,9,130862.43,1,1,1,114935.21,0
132,15677871,Zacharie Reynaud-Guillot,687,França,Masculino,38,9,122570.87,1,1,1,35608.88,0
133,15642004,René Gaillard-Lefebvre,686,França,Masculino,25,1,0.0,2,0,1,16459.37,0
134,15712543,Samir Dörschner,789,Alemanha,Masculino,39,7,124828.46,2,1,1,124411.08,0
135,15584518,Constanze Scholtz B.A.,589,Alemanha,Feminino,50,5,144895.05,2,1,1,34941.23,0
136,15802381,Dorothee Gutknecht-Krein,461,Alemanha,Feminino,34,5,63663.93,1,0,1,167784.28,0
137,15610156,William Legendre,637,França,Masculino,40,2,133463.1,1,0,1,93165.34,0
138,15594408,Pili Alvarado Somoza,584,Espanha,Feminino,48,2,213146.2,1,1,0,75161.25,1
139,15640905,María Belén Peláez Castell,579,Espanha,Feminino,35,1,129490.36,2,0,1,8590.83,1
140,15698932,German Birnbaum,756,Alemanha,Masculino,44,10,137452.09,1,1,0,189543.9,0
141,15724944,Richard Robert,663,França,Masculino,34,7,0.0,2,1,1,180427.24,0
142,15628145,Denise de Diallo,682,França,Feminino,43,5,125851.93,1,1,1,193318.33,0
143,15713483,Isidro Marti Montalbán,793,Espanha,Masculino,52,2,0.0,1,1,0,159123.82,1
144,15612350,Charlotte Masson,691,França,Feminino,31,5,40915.55,1,1,0,126213.84,1
145,15800703,Angelina Barroso Cazorla,485,Espanha,Feminino,21,5,113157.22,1,1,1,54141.5,0
146,15705707,Sol Rico Guitart,635,Espanha,Feminino,29,8,138296.94,2,1,0,141075.51,0
147,15754105,Matthieu Maurice,650,França,Masculino,37,5,106967.18,1,0,0,24495.03,0
148,15703264,Joseph de la Payet,735,França,Masculino,44,9,120681.63,1,1,0,74836.34,0
149,15794413,Thierry Paul,416,França,Masculino,32,0,0.0,2,0,1,878.87,0
150,15650237,Julie Flor-Diéguez,754,Espanha,Feminino,32,7,0.0,2,1,0,89520.75,0
151,15759618,Corinne Valentin,535,França,Feminino,48,9,0.0,1,1,0,149892.79,1
152,15811589,Iker del Barco,716,Espanha,Masculino,42,8,0.0,2,1,0,180800.42,0
153,15689044,Jean Dupuis,539,França,Masculino,37,2,127609.59,1,1,0,98646.22,0
154,15709368,Joséphine-Pauline Bertrand,614,França,Feminino,43,6,0.0,2,1,1,109041.53,0
155,15679145,Natalio Cervantes Escribano,706,Espanha,Masculino,57,7,0.0,1,1,0,17941.16,1
156,15655007,Inès Chevalier du Lucas,758,França,Feminino,33,7,0.0,2,0,0,82996.47,0
157,15623595,Obdulia Busquets,586,Espanha,Feminino,28,2,0.0,2,1,1,92067.35,0
158,15589975,Dorothée Le Rodriguez,646,França,Feminino,73,6,97259.25,1,0,1,104719.66,0
159,15804017,Karla Dippel-Freudenberger,631,Alemanha,Feminino,33,4,123246.7,1,0,0,112687.57,0
160,15692132,Visitación Roda Osuna,717,Espanha,Feminino,22,6,101060.25,1,0,1,84699.56,0
161,15641122,Éric Reynaud,684,França,Masculino,30,2,0.0,2,1,0,83473.82,0
162,15630910,Patricia Mace de Marty,800,França,Feminino,49,7,108007.36,1,0,0,47125.11,0
163,15680772,Joaquina Arenas-Sobrino,721,Espanha,Feminino,36,2,0.0,2,1,1,106977.8,0
164,15658929,Hector Tamarit Almeida,683,Espanha,Masculino,29,0,133702.89,1,1,0,55582.54,1
165,15585388,Claudio Adolph-Köhler,660,Alemanha,Masculino,31,9,125189.75,2,1,1,139874.43,0
166,15724623,Dipl.-Ing. Mathilde Möchlichen B.Sc.,704,Alemanha,Feminino,24,7,113034.22,1,1,0,162503.48,1
167,15588537,Palmira Paredes Huerta,615,Espanha,Feminino,41,9,109013.23,1,1,0,196499.96,0
168,15574692,Berta Figueras Talavera,667,Espanha,Feminino,39,2,0.0,2,1,0,40721.24,1
169,15611325,Univ.Prof. Guenther Mitschke B.Sc.,682,Alemanha,Masculino,24,9,57929.81,2,0,0,53134.3,0
170,15587562,Célina Paris,484,França,Feminino,29,4,130114.39,1,1,0,164017.89,0
171,15613172,Cord Zänker,628,Alemanha,Masculino,27,5,95826.49,2,1,0,155996.96,0
172,15651022,Vinko Warmer,480,Alemanha,Masculino,44,10,129608.57,1,1,0,5472.7,1
173,15586310,Eugène Breton,578,França,Masculino,30,4,169462.09,1,1,0,112187.11,0
174,15625524,Zacharie Denis,512,França,Masculino,40,5,0.0,2,1,1,146457.83,0
175,15755209,Ricarda Ortega Uribe,484,Espanha,Feminino,35,7,133868.21,1,1,1,27286.1,0
176,15645248,Nath Boyer,510,França,Feminino,30,0,0.0,2,1,1,130553.47,0
177,15790355,Vassilios Karge,606,Alemanha,Masculino,36,5,190479.48,2,0,0,179351.89,0
178,15762615,Juana Cazorla Montes,597,Espanha,Feminino,40,8,101993.12,1,0,1,94774.12,0
179,15625426,Magret Wähner,754,Alemanha,Feminino,55,3,161608.81,1,1,0,8080.85,1
180,15716334,Ana Belén Agustín Llamas,850,Espanha,Feminino,45,2,122311.21,1,1,1,19482.5,0
181,15789669,Alexandre de la Fernandes,510,França,Masculino,65,2,0.0,2,1,1,48071.61,0
182,15621075,Claudia Cichorius,778,Alemanha,Feminino,45,1,162150.42,2,1,0,174531.27,0
183,15810845,Étienne Maillard,636,França,Masculino,42,2,0.0,2,1,1,55470.78,0
184,15719377,Arnaude Royer,804,França,Feminino,50,4,0.0,1,1,1,8546.87,1
185,15654506,David Moreau,514,França,Masculino,32,8,0.0,2,1,0,95857.18,0
186,15771977,Élodie Loiseau,730,França,Feminino,39,1,99010.67,1,1,0,194945.8,0
187,15708710,Adelaida Mercader Arregui,525,Espanha,Feminino,37,0,0.0,1,0,1,131521.72,0
188,15726676,Joan Galán Ballesteros,616,Espanha,Masculino,30,5,0.0,2,0,1,196108.51,0
189,15587421,Marisa Eberth,687,Alemanha,Feminino,34,7,111388.18,2,1,0,148564.76,0
190,15726931,Adélaïde Faivre de la Delaunay,715,França,Feminino,41,8,56214.85,2,0,0,92982.61,1
191,15771086,Aimée Lebreton,512,França,Feminino,36,3,84327.77,2,1,0,17675.36,0
192,15756850,Auguste Marty,479,França,Masculino,40,1,0.0,2,0,0,114996.43,0
193,15702741,Hugues-Lucas Guillaume,601,França,Masculino,32,8,93012.89,1,1,0,86957.42,0
194,15679200,Ale Iglesias Artigas,580,Espanha,Masculino,29,9,61710.44,2,1,0,128077.8,0
195,15594815,Rémy du Hoareau,807,França,Masculino,35,3,174790.15,1,1,1,600.36,0
196,15635905,Obdulia Bermudez,616,Espanha,Feminino,32,6,0.0,2,1,1,43001.46,0
197,15777892,Muharrem Fechner,721,Alemanha,Masculino,37,3,107720.64,1,1,1,158591.12,0
198,15656176,Lucas Lopez du Robin,501,França,Masculino,57,10,0.0,2,1,1,47847.19,0
199,15811127,Christophe Barbe,521,França,Masculino,35,6,96423.84,1,1,0,10488.44,0
200,15604482,José Ramis Armengol,850,Espanha,Masculino,30,2,141040.01,1,1,1,5978.2,0
201,15622911,Christophe Carlier-Dupont,759,França,Masculino,42,4,105420.18,1,0,1,121409.06,0
202,15600974,Celso Feijoo,516,Espanha,Masculino,50,5,0.0,1,0,1,146145.93,1
203,15727868,Marcelle Cordier,711,França,Feminino,38,2,129022.06,2,1,1,14374.86,1
204,15627801,Florencio Aguado Téllez,512,Espanha,Masculino,33,3,176666.62,1,1,0,94670.77,0
205,15773039,Alphonse Bonnin,550,França,Masculino,37,3,0.0,1,1,1,179670.31,0
206,15755262,Rosalinda Infante Amores,608,Espanha,Feminino,41,3,89763.84,1,0,0,199304.74,1
207,15679531,Eugène-Benoît Allain,618,França,Masculino,34,5,134954.53,1,1,1,151954.39,0
208,15684181,Emmanuel Collet de Petitjean,643,França,Masculino,45,5,0.0,1,1,0,142513.5,1
209,15612087,Timothée Gallet du Bodin,671,França,Masculino,45,2,106376.85,1,0,1,158264.62,0
210,15752047,Ernest Herrmann,689,Alemanha,Masculino,33,2,161814.64,2,1,0,169381.9,0
211,15624592,Georges Potier,603,França,Masculino,31,8,0.0,2,1,1,169915.02,0
212,15573152,Sylvie Julien,620,França,Feminino,41,9,0.0,2,0,0,88852.47,0
213,15594917,Marianne Bouvet-Fernandez,676,França,Feminino,34,1,63095.01,1,1,1,40645.81,0
214,15785542,Josip Niemeier,572,Alemanha,Masculino,26,4,118287.01,2,0,0,60427.3,0
215,15723488,Edgar Mitschke,668,Alemanha,Masculino,47,7,106854.21,1,0,1,157959.02,1
216,15680920,Roland-Richard Lefort,695,França,Masculino,46,7,49512.55,1,1,0,133007.34,0
217,15786308,Diana Mariscal Llorens,730,Espanha,Feminino,33,9,0.0,2,0,0,176576.62,0
218,15659366,Guillaume Roche,807,França,Masculino,43,1,105799.32,2,1,0,34888.04,1
219,15774854,Noël-Alfred Perrot,592,França,Masculino,54,8,0.0,1,1,1,28737.71,1
220,15725311,Brigitte Lopez,726,França,Feminino,31,9,114722.05,2,1,1,98178.57,0
221,15787155,Jacobo de Villalobos,514,Espanha,Masculino,30,7,0.0,1,0,1,125010.24,0
222,15727829,Gilles Le Langlois,567,França,Masculino,42,2,0.0,2,1,1,167984.61,0
223,15733247,William Le Philippe,850,França,Masculino,33,10,0.0,1,1,0,4861.72,1
224,15568748,Sami Drub B.A.,671,Alemanha,Masculino,45,6,99564.22,1,1,1,108872.45,1
225,15699029,Théodore Delannoy,670,França,Masculino,37,4,170557.91,2,1,0,198252.88,0
226,15774393,Renée Muller,694,França,Feminino,30,9,0.0,2,1,1,26960.31,0
227,15676895,Waltraud Hartung,547,Alemanha,Feminino,39,6,74596.15,3,1,1,85746.52,1
228,15637753,Prof. Ottokar Pieper B.Eng.,751,Alemanha,Masculino,50,2,96888.39,1,1,0,77206.25,1
229,15605461,Bernhardine Kraushaar-Hesse,594,Alemanha,Feminino,29,3,130830.22,1,1,0,61048.53,0
230,15808473,Thibaut Thomas,673,França,Masculino,72,1,0.0,2,0,1,111981.19,0
231,15627000,Lucas Hamon-Denis,610,França,Masculino,40,0,0.0,2,1,0,62232.6,0
232,15787174,Inès Gilles,512,França,Feminino,37,1,0.0,2,0,1,156105.03,0
233,15723886,Hans-Herbert Heydrich,767,Alemanha,Masculino,20,3,119714.25,2,0,1,150135.38,0
234,15704769,Sophie Blanchard Le Moreno,585,França,Feminino,67,5,113978.97,2,0,1,93146.11,0
235,15772896,Toni Kuhl,763,Alemanha,Masculino,42,6,100160.75,1,1,0,33462.94,1
236,15711540,Maryse Olivier,712,França,Feminino,29,2,0.0,1,1,1,144375.0,0
237,15764866,Brunhilde Ruppert-Wulf,539,Alemanha,Feminino,43,3,116220.5,3,1,0,55803.96,1
238,15794056,Constance François,668,França,Feminino,46,2,0.0,3,1,0,89048.46,1
239,15795149,Patrick Lemaire,703,França,Masculino,28,2,81173.83,2,0,1,162812.16,0
240,15812009,Benjamín de Bermúdez,662,Espanha,Masculino,38,4,0.0,2,1,0,136259.65,0
241,15651001,Maya Beckmann B.A.,725,Alemanha,Feminino,39,5,116803.8,1,1,0,124052.97,0
242,15813844,Michel Brunel,703,França,Masculino,37,8,105961.68,2,0,1,74158.8,0
243,15596175,Univ.Prof. Herbert Lindner MBA.,659,Alemanha,Masculino,67,6,117411.6,1,1,1,45071.09,1
244,15576269,Aníbal del Garcia,523,Espanha,Masculino,34,7,0.0,2,1,0,62030.06,0
245,15797219,Josette Perez,635,França,Feminino,40,10,123497.58,1,1,0,131953.23,1
246,15685500,Dipl.-Ing. Bayram Siering,772,Alemanha,Masculino,26,7,152400.51,2,1,0,79414.0,0
247,15599792,Clémence Pichon,545,França,Feminino,26,1,0.0,2,1,1,199638.56,0
248,15657566,Herr Stephan Nohlmans B.Eng.,634,Alemanha,Masculino,24,8,103097.85,1,1,1,157577.29,0
249,15772423,Jörgen Stumpf,739,Alemanha,Masculino,54,8,126418.14,1,1,0,134420.75,1
250,15628112,Edith Henk,771,Alemanha,Feminino,36,5,77846.9,1,0,0,99805.99,0
251,15753754,Isabel Padilla Farré,587,Espanha,Feminino,34,1,0.0,2,1,1,97932.68,0
252,15793726,Suzanne Maillard,681,França,Feminino,79,0,0.0,2,0,1,170968.99,0
253,15694717,Jurij Hesse,544,Alemanha,Masculino,37,2,79731.91,1,1,1,57558.95,0
254,15665834,Cesar Grande Silva,696,Espanha,Masculino,28,8,0.0,1,0,0,176713.47,0
255,15765297,Amador Lopez,766,Espanha,Masculino,41,0,0.0,2,0,1,34283.23,0
256,15636684,Maurice Gay,727,França,Masculino,34,10,0.0,2,1,1,198637.34,0
257,15592979,Frau Rosl Bonbach B.A.,671,Alemanha,Feminino,34,6,37266.67,2,0,0,156917.12,0
258,15750803,Anastasie-Isabelle Charpentier,693,França,Feminino,30,6,127992.25,1,1,1,50457.2,0
259,15607178,Felix Pieper,850,Alemanha,Masculino,38,3,54901.01,1,1,1,140075.55,0
260,15713853,Eitel Pruschke,732,Alemanha,Masculino,42,9,108748.08,2,1,1,65323.11,0
261,15673481,Anabel del Arnal,726,Espanha,Feminino,48,6,99906.19,1,1,0,64323.24,0
262,15686776,Margaux Dumont,557,França,Feminino,32,6,184686.41,2,1,0,14956.44,0
263,15673693,Laurence Gilles,682,França,Feminino,26,0,110654.02,1,0,1,111879.21,0
264,15700696,Blas Gras-Maza,738,Espanha,Masculino,31,9,79019.8,1,1,1,18606.23,0
265,15813163,Angelita Benítez,531,Espanha,Feminino,36,9,99240.51,1,1,0,123137.01,0
266,15653857,Isaac-Gérard Marin,498,França,Masculino,34,2,0.0,2,1,1,148528.24,0
267,15777076,Bertrand Rodrigues,651,França,Masculino,36,7,0.0,2,1,0,13898.31,0
268,15717398,Amarilis Collado,549,Espanha,Feminino,39,7,0.0,1,0,0,81259.25,1
269,15799217,Hilda Bähr,791,Alemanha,Feminino,35,7,52436.2,1,1,0,161051.75,0
270,15787071,Fabricio Chaves,650,Espanha,Masculino,41,9,0.0,2,0,1,191599.67,0
271,15619955,Arno Speer,733,Alemanha,Masculino,34,3,100337.96,3,1,0,48559.19,1
272,15796505,Valentina Klemt,811,Alemanha,Feminino,34,1,149297.19,2,1,1,186339.74,0
273,15725166,Martin Fouquet,707,França,Masculino,30,8,0.0,2,1,0,33159.37,0
274,15800116,Prof. Leif Hartmann,712,Alemanha,Masculino,28,4,145605.44,1,0,1,93883.53,0
